gene,module,n
MMRN1,turquoise,1278
MYL3,turquoise,1278
MAP4K1,brown,642
COL15A1,turquoise,1278
XCL2,brown,642
CXCR3,brown,642
KCNE1,grey,1238
PCDHA2,grey,1238
MRO,grey,1238
GPR162,turquoise,1278
SCG5,grey,1238
ESPN,blue,703
ATHL1,grey,1238
KIAA1529,grey,1238
DDX11L2,grey,1238
RHOH,brown,642
TMEM132B,grey,1238
NUDT11,turquoise,1278
SYCE1L,turquoise,1278
KIFC1,yellow,513
SLC29A2,yellow,513
ULK2,turquoise,1278
EML6,grey,1238
GRIP1,turquoise,1278
BTC,green,313
PTAFR,brown,642
TMEM132D,grey,1238
MST1P2,blue,703
PRMT6,grey,1238
EPHX1,blue,703
CT47A1,red,166
CAMK1G,turquoise,1278
KCNJ8,blue,703
GPR126,grey,1238
SIRPB2,brown,642
C9orf4,grey,1238
CRISP2,red,166
PLCB4,turquoise,1278
ABCC1,brown,642
FZD2,turquoise,1278
PPL,green,313
VWA5B2,yellow,513
CENPK,yellow,513
OR2A7,grey,1238
GPR114,brown,642
CHST1,turquoise,1278
C8orf73,grey,1238
ISLR2,turquoise,1278
CD84,brown,642
LRRN4CL,turquoise,1278
SMAD9,turquoise,1278
FAM50B,grey,1238
KDELR3,turquoise,1278
AG2,turquoise,1278
GATM,blue,703
KLF4,turquoise,1278
NRK,turquoise,1278
GGH,blue,703
ZNF835,grey,1238
BTLA,brown,642
MSL3L2,grey,1238
SLAMF1,brown,642
SAGE1,red,166
PLIN4,grey,1238
SPERT,yellow,513
ACSS1,brown,642
CCDC74B,turquoise,1278
CENPF,yellow,513
PRH2,grey,1238
COL9A1,turquoise,1278
CELSR1,grey,1238
NEFH,brown,642
CBWD5,grey,1238
SEMA5A,turquoise,1278
PCDHB6,turquoise,1278
ASAM,turquoise,1278
PLD5,turquoise,1278
NCCRP1,brown,642
RGAG4,turquoise,1278
MTL5,grey,1238
FMN1,turquoise,1278
GPX3,blue,703
ABCA3,turquoise,1278
PTP4A3,turquoise,1278
ASB2,brown,642
SLC2A10,blue,703
ZDHHC13,turquoise,1278
ADH7,grey,1238
NBPF15,green,313
EDARADD,black,147
CCR4,brown,642
MGST1,blue,703
S1PR3,turquoise,1278
SHC3,grey,1238
ACTC1,turquoise,1278
PCDHA5,grey,1238
C19orf51,grey,1238
OSM,brown,642
MEIS3,turquoise,1278
CYP27B1,yellow,513
FOXS1,turquoise,1278
ACCN3,grey,1238
MAP1A,turquoise,1278
PRDM5,turquoise,1278
CCDC110,grey,1238
CD163L1,brown,642
LRRK2,green,313
FGFR1,turquoise,1278
MAML2,green,313
LOC400759,brown,642
LRRC66,grey,1238
PCDHB10,turquoise,1278
GRM5,grey,1238
WDR86,turquoise,1278
FLJ44606,yellow,513
BNC2,turquoise,1278
FES,turquoise,1278
CNTNAP1,brown,642
EFNA2,green,313
KIAA0748,brown,642
P2RY1,green,313
NOV,turquoise,1278
RUNX2,brown,642
LOC644165,grey,1238
ANKRD45,grey,1238
TSPAN2,turquoise,1278
FLJ22536,turquoise,1278
ZNF578,yellow,513
CD40LG,brown,642
TMPRSS2,blue,703
NKX3-1,grey,1238
BTNL9,blue,703
PTGIR,turquoise,1278
VWA5A,brown,642
ADHFE1,blue,703
ARHGAP11B,yellow,513
DPP4,blue,703
SGCB,turquoise,1278
RASGRP1,brown,642
HRH2,turquoise,1278
MYO10,turquoise,1278
C7orf31,yellow,513
ASRGL1,yellow,513
TMEM191A,grey,1238
CA11,brown,642
CYSLTR2,green,313
GFI1,brown,642
CYBB,brown,642
SDSL,grey,1238
GPC6,grey,1238
LGI4,grey,1238
IFI27L2,brown,642
CD163,brown,642
TMEM52,grey,1238
CRTAM,brown,642
CST5,grey,1238
SCN1A,grey,1238
FAAH2,grey,1238
LOC150381,grey,1238
LCOR,green,313
STRC,grey,1238
RTL1,grey,1238
RDH5,blue,703
STK31,yellow,513
CACHD1,turquoise,1278
RAB26,blue,703
CHRNA1,brown,642
USP51,green,313
JAK3,brown,642
CLEC3B,grey,1238
PLAT,turquoise,1278
PARM1,turquoise,1278
PDZD3,grey,1238
KCNH4,grey,1238
HS3ST2,grey,1238
GEFT,turquoise,1278
IL6R,green,313
LOC646471,green,313
SI,grey,1238
CCR3,grey,1238
CLDN6,grey,1238
S100A4,brown,642
AGPAT4,brown,642
FSIP1,grey,1238
AJAP1,turquoise,1278
KCNA5,turquoise,1278
THSD7B,turquoise,1278
CCR5,brown,642
GDPD3,yellow,513
CYB561,turquoise,1278
AACSL,yellow,513
THEMIS,brown,642
MNDA,brown,642
BOP1,grey,1238
SH2D5,yellow,513
CELF4,yellow,513
ACSL1,blue,703
WDR31,green,313
ST8SIA1,brown,642
KIAA1524,yellow,513
DCHS2,turquoise,1278
GUCY1A3,turquoise,1278
GPR1,turquoise,1278
C20orf186,grey,1238
B3GNT4,yellow,513
PSORS1C1,turquoise,1278
HLA-DOA,brown,642
SHPRH,green,313
PI16,turquoise,1278
FAM115C,brown,642
EFHA2,green,313
MIAT,brown,642
PBK,yellow,513
KLHL13,grey,1238
EFCAB4B,brown,642
LMTK2,green,313
NINJ2,grey,1238
WBP5,yellow,513
PLUNC,grey,1238
LOC619207,green,313
HIST1H3E,grey,1238
RTN4RL2,green,313
ZAP70,brown,642
ARHGEF19,turquoise,1278
NCALD,turquoise,1278
C1orf51,grey,1238
LDHD,blue,703
NPHS1,grey,1238
SGEF,blue,703
SYBU,blue,703
CDH23,blue,703
TIFAB,brown,642
ACVR1C,blue,703
RND1,blue,703
KIAA1024,turquoise,1278
TMC6,brown,642
CYP21A2,grey,1238
JAM2,turquoise,1278
CT45A5,red,166
NCRNA00085,turquoise,1278
ZNF630,turquoise,1278
AKR1E2,grey,1238
GMCL1L,green,313
LRRC55,turquoise,1278
CST7,brown,642
B3GNT8,turquoise,1278
FAM189A1,turquoise,1278
KCNK10,grey,1238
CLIP2,turquoise,1278
JMJD5,blue,703
C1orf228,grey,1238
RTN1,brown,642
DOCK2,brown,642
DPY19L2,grey,1238
PARP15,brown,642
CEACAM22P,grey,1238
ZNF528,grey,1238
ZNF296,yellow,513
CLEC4F,turquoise,1278
IQCA1,turquoise,1278
PELI2,turquoise,1278
PKDCC,turquoise,1278
SATB1,green,313
ZNF14,yellow,513
GALP,blue,703
SOCS2,grey,1238
TAGAP,brown,642
PSAT1,blue,703
GZMM,brown,642
TRPV3,green,313
SLC16A2,blue,703
NKAPL,grey,1238
ZNF665,yellow,513
EYS,grey,1238
TCEAL8,yellow,513
IL32,grey,1238
DYNC2H1,turquoise,1278
STEAP3,blue,703
ZNF469,turquoise,1278
RTN2,grey,1238
TRIM7,grey,1238
TBL1Y,grey,1238
PRKCQ,brown,642
MYO1G,brown,642
E2F1,yellow,513
LOC100131551,grey,1238
POLN,black,147
PIF1,yellow,513
BPI,grey,1238
PCDHGA5,green,313
FAM72D,yellow,513
GJA3,brown,642
ABHD12B,grey,1238
KLHDC9,grey,1238
IRX6,grey,1238
FZD3,grey,1238
GZMH,brown,642
LOC728875,grey,1238
FAM90A1,brown,642
AGTR1,blue,703
NPY5R,turquoise,1278
ZNF287,yellow,513
RUNX1T1,green,313
FMNL2,turquoise,1278
DKKL1,grey,1238
IFIT1,blue,703
NEXN,turquoise,1278
EGR3,turquoise,1278
TRIP13,yellow,513
SKA3,yellow,513
WNT6,grey,1238
C1orf133,grey,1238
LRFN2,grey,1238
EIF4E3,turquoise,1278
FAM155A,turquoise,1278
PKM2,brown,642
ZDHHC1,turquoise,1278
PSMC3IP,yellow,513
LOC84931,grey,1238
LOC154761,brown,642
YJEFN3,yellow,513
SLC24A5,yellow,513
CDT1,yellow,513
TRIM22,brown,642
MPV17L,blue,703
DLX3,grey,1238
SPC25,yellow,513
GARNL3,grey,1238
TNFSF13B,brown,642
NCRNA00200,red,166
CALCR,yellow,513
C1orf111,blue,703
OSBPL10,turquoise,1278
LOC399959,grey,1238
GSTP1,turquoise,1278
ARHGEF38,turquoise,1278
PTPN7,brown,642
MADCAM1,grey,1238
KIAA1377,brown,642
FAM150A,turquoise,1278
TRPS1,brown,642
LOC100126784,turquoise,1278
DOCK8,brown,642
ADARB2,turquoise,1278
SCAMP5,yellow,513
C8orf31,turquoise,1278
NFASC,turquoise,1278
DNAJB13,yellow,513
MYO9A,green,313
GNLY,brown,642
MKI67,yellow,513
TNXB,turquoise,1278
CPE,grey,1238
CCDC68,grey,1238
TLR7,brown,642
CBX2,yellow,513
PDGFRL,yellow,513
ZMYND15,brown,642
PBLD,blue,703
GAPT,brown,642
CTSK,turquoise,1278
SIGLEC10,brown,642
MYO7A,grey,1238
HOXA11AS,grey,1238
ZFP82,yellow,513
NTSR1,turquoise,1278
DBNDD1,blue,703
CD70,brown,642
SLC6A4,black,147
HS3ST3A1,green,313
CYP27A1,blue,703
PALM,turquoise,1278
ALDH1L2,turquoise,1278
SP6,grey,1238
ULBP3,turquoise,1278
C9orf173,blue,703
FOXE1,turquoise,1278
C14orf50,grey,1238
ELF3,grey,1238
GAL3ST2,grey,1238
CCL17,brown,642
FAM54A,yellow,513
DBN1,turquoise,1278
FZD8,turquoise,1278
ZNF426,green,313
USP2,blue,703
ROBO3,brown,642
APOBEC3C,brown,642
HSPB9,blue,703
COX7A1,turquoise,1278
XRCC2,yellow,513
ZFP30,green,313
KLHL35,turquoise,1278
KIAA1609,turquoise,1278
CD1B,brown,642
PCDHB15,turquoise,1278
HOXC5,grey,1238
GPR123,turquoise,1278
GPRIN1,yellow,513
AIF1L,turquoise,1278
PDLIM3,turquoise,1278
NBL1,turquoise,1278
NCF2,brown,642
AKR1B1,brown,642
TNFSF8,brown,642
POLR2J2,grey,1238
RASGEF1B,green,313
JPH2,turquoise,1278
SLC9A2,turquoise,1278
C19orf18,grey,1238
SLC30A10,blue,703
PXDNL,grey,1238
DCST2,grey,1238
ARMCX6,turquoise,1278
KIT,turquoise,1278
LOC100216001,turquoise,1278
PLEKHG7,grey,1238
PLA2G5,turquoise,1278
PNOC,brown,642
CCNI2,yellow,513
FCRL2,brown,642
C8orf42,grey,1238
METRNL,turquoise,1278
ZNF518B,turquoise,1278
PLP2,yellow,513
MYOF,green,313
PTPN22,brown,642
CD52,brown,642
C2CD4C,turquoise,1278
GRIN2D,turquoise,1278
CXorf61,yellow,513
SOX2OT,grey,1238
FOXF1,turquoise,1278
DOCK10,brown,642
ZNF853,turquoise,1278
SCN8A,green,313
TCF7,black,147
DLX2,yellow,513
LOC84856,turquoise,1278
C16orf74,turquoise,1278
TMTC2,green,313
CCDC19,yellow,513
MARCH8,green,313
KHK,blue,703
NCAPG,yellow,513
TMEM55A,brown,642
TEAD4,turquoise,1278
MACROD2,grey,1238
NLGN1,turquoise,1278
SPNS2,turquoise,1278
NFIC,green,313
FRZB,turquoise,1278
RUFY4,brown,642
CACNA1C,turquoise,1278
GRAMD1C,blue,703
ZFP37,grey,1238
LRP12,brown,642
PRKAR2A,green,313
ECM2,blue,703
ASTN1,grey,1238
KIF26A,turquoise,1278
CACNA2D1,green,313
MFHAS1,green,313
BICD1,green,313
VWA3B,grey,1238
KBTBD12,grey,1238
CHRNA3,grey,1238
DCC,grey,1238
GALNTL6,grey,1238
NCAPH,yellow,513
G6PD,yellow,513
VAV3,brown,642
GPRC5B,turquoise,1278
SPG20,turquoise,1278
CYBRD1,turquoise,1278
HDX,green,313
PRKCB,brown,642
CLEC11A,turquoise,1278
PTPRCAP,brown,642
ZNF704,green,313
TET1,yellow,513
CDKL1,green,313
LOC388588,grey,1238
FAM46B,turquoise,1278
PRICKLE4,green,313
STAR,grey,1238
CD226,brown,642
ALDH1A1,blue,703
CCL8,brown,642
CAV2,grey,1238
NTNG2,brown,642
RMRP,grey,1238
GPER,blue,703
C11orf45,brown,642
CENPE,yellow,513
LHFPL3,yellow,513
APOBEC3D,brown,642
INE2,grey,1238
CLCN1,grey,1238
FUT7,brown,642
TMEM47,green,313
LOC92659,yellow,513
DPY19L2P2,yellow,513
PLXNA3,turquoise,1278
SPINK4,yellow,513
TSC22D3,grey,1238
PDP1,turquoise,1278
HEPH,turquoise,1278
GPNMB,brown,642
RTDR1,yellow,513
TLL2,grey,1238
IL1RAPL2,grey,1238
DOCK11,brown,642
CSMD3,red,166
LAPTM4B,yellow,513
ABCA12,turquoise,1278
OR7D2,grey,1238
C20orf56,blue,703
C11orf20,grey,1238
NTRK3,turquoise,1278
LOC283856,blue,703
C9orf172,green,313
HELLS,yellow,513
EGOT,grey,1238
LCNL1,turquoise,1278
FABP5,brown,642
MSX2,turquoise,1278
RAMP3,grey,1238
ASXL2,green,313
IL4I1,brown,642
CFD,brown,642
GCOM1,turquoise,1278
PCDHB4,turquoise,1278
NCRNA00087,grey,1238
GSDMA,brown,642
IFI44,brown,642
LOC642597,blue,703
RCAN3,yellow,513
LIPE,grey,1238
PDE4B,brown,642
STC2,turquoise,1278
TXLNG,green,313
P2RX5,brown,642
CELF6,black,147
ID1,turquoise,1278
ABCA17P,grey,1238
LOC441294,grey,1238
KCNA3,brown,642
F10,blue,703
KLRD1,brown,642
SH3BP1,brown,642
TACR2,turquoise,1278
AK7,green,313
CCNA2,yellow,513
SRCRB4D,grey,1238
FCER2,brown,642
CARNS1,turquoise,1278
TNFRSF13B,brown,642
EPHX3,turquoise,1278
NDC80,yellow,513
TSPAN1,grey,1238
ESCO2,yellow,513
CPA1,grey,1238
VAV1,brown,642
ADPRHL1,grey,1238
PIK3CG,brown,642
LOC400696,brown,642
PCK2,blue,703
KIAA1045,turquoise,1278
HTRA4,brown,642
ZNF85,yellow,513
TMEM86B,grey,1238
SLC6A7,black,147
MOBKL2B,turquoise,1278
TMEM108,turquoise,1278
TM7SF2,blue,703
NCRNA00120,green,313
C1orf173,blue,703
SNORD116-20,green,313
BMX,turquoise,1278
OIP5,yellow,513
CDCA3,yellow,513
TMEM51,turquoise,1278
SLC6A17,turquoise,1278
CALB1,grey,1238
HOPX,brown,642
DEPDC7,blue,703
CD72,brown,642
COL17A1,turquoise,1278
HES4,turquoise,1278
KRBA1,yellow,513
COL6A2,turquoise,1278
SRCIN1,grey,1238
HOXC13,grey,1238
LOC284551,grey,1238
FBN2,turquoise,1278
BMP8A,turquoise,1278
RUNDC2C,green,313
ZFPM2,turquoise,1278
ZDHHC15,turquoise,1278
CNGB1,turquoise,1278
GNA14,turquoise,1278
CALB2,turquoise,1278
BARX2,turquoise,1278
CASC5,green,313
VPREB3,grey,1238
RAB42,brown,642
NEGR1,turquoise,1278
CRIM1,green,313
DNAH2,turquoise,1278
CDC6,yellow,513
HRNR,green,313
SH3YL1,turquoise,1278
TLR3,green,313
C1orf65,yellow,513
LRRTM1,black,147
ANKRD37,black,147
SOX5,green,313
MEGF10,grey,1238
HMMR,yellow,513
FBXO32,grey,1238
WNT10B,brown,642
TNFRSF21,turquoise,1278
CNIH3,turquoise,1278
NCF1B,brown,642
TRIM36,grey,1238
C17orf69,yellow,513
C1orf204,turquoise,1278
SPTBN5,grey,1238
C17orf67,grey,1238
LTC4S,turquoise,1278
BCL2L15,grey,1238
PTPRR,turquoise,1278
SARDH,blue,703
HOXD3,grey,1238
ORC1L,yellow,513
FYB,brown,642
GPR157,green,313
CDK1,yellow,513
CCDC163P,green,313
MAP7D3,brown,642
CCDC158,blue,703
UBASH3B,brown,642
GLUD2,green,313
CD55,grey,1238
B3GALT5,turquoise,1278
GLT8D2,turquoise,1278
SDPR,grey,1238
FOXD2,grey,1238
TMEM231,turquoise,1278
SMOX,brown,642
CACNA2D2,turquoise,1278
PLEK,brown,642
LOC728989,green,313
ZNF701,yellow,513
C4orf31,turquoise,1278
FAM46C,brown,642
TIAM1,grey,1238
RALGPS1,green,313
PDCD1LG2,brown,642
NHSL2,green,313
SRC,yellow,513
CLEC10A,brown,642
SHISA4,black,147
EFHC2,yellow,513
SLCO5A1,brown,642
LUZP4,red,166
KRT1,grey,1238
PGA3,brown,642
TDRD6,grey,1238
IL12RB1,brown,642
DTL,yellow,513
GALR3,black,147
DNAI1,grey,1238
RARRES2,blue,703
ECM1,turquoise,1278
DHX33,green,313
KIAA2022,turquoise,1278
OXER1,blue,703
FASLG,brown,642
RAB17,blue,703
ULK4,grey,1238
PTCHD2,grey,1238
SIPA1L2,grey,1238
C1orf21,grey,1238
STRN,green,313
FPR2,brown,642
PARVB,black,147
TRPA1,turquoise,1278
KIF14,yellow,513
CCL4,brown,642
AHRR,grey,1238
GOLT1A,blue,703
S100A11,brown,642
MGAT3,turquoise,1278
F5,blue,703
VCX3B,red,166
HSPB2,turquoise,1278
BSN,blue,703
SEMA4A,brown,642
CLDN5,turquoise,1278
SLC16A6,green,313
LRRC16B,grey,1238
C14orf64,brown,642
PTGER2,brown,642
GJB2,blue,703
CXCR1,brown,642
KCNMB4,turquoise,1278
SLAMF8,brown,642
CHST6,turquoise,1278
LOC595101,green,313
PRKX,turquoise,1278
LOC100270710,turquoise,1278
RBMY1J,red,166
P4HA3,turquoise,1278
FAM164A,brown,642
ARHGAP9,brown,642
CCL3,brown,642
DNAH7,turquoise,1278
GPR160,turquoise,1278
LRFN4,turquoise,1278
FOXD1,brown,642
PRTFDC1,yellow,513
EN1,turquoise,1278
CD80,brown,642
LAX1,brown,642
KIF7,yellow,513
TTC39B,green,313
P2RX1,brown,642
PAMR1,turquoise,1278
LYPD2,grey,1238
GPR115,turquoise,1278
GRIP2,turquoise,1278
ABO,green,313
DAPP1,brown,642
TRPC4,turquoise,1278
SOCS1,brown,642
WTIP,turquoise,1278
FAM163A,turquoise,1278
TMEM72,turquoise,1278
E2F2,yellow,513
PCDHB12,turquoise,1278
C20orf46,grey,1238
PAFAH1B3,yellow,513
DLGAP2,grey,1238
CLEC7A,brown,642
ZFP28,grey,1238
FAM49A,brown,642
ZNF577,grey,1238
BAI3,turquoise,1278
EPHB1,turquoise,1278
CELA3A,grey,1238
CD48,brown,642
RNF212,turquoise,1278
NOX1,grey,1238
ZNF788,yellow,513
RASGRP2,brown,642
C1orf229,grey,1238
ASB9,grey,1238
CNTN2,grey,1238
C8orf4,turquoise,1278
DAPL1,grey,1238
IGFBP6,turquoise,1278
PTPRQ,grey,1238
PAQR8,brown,642
INPP4B,brown,642
ATP2A3,brown,642
TUSC1,grey,1238
RPS6KL1,grey,1238
ADD2,brown,642
RAI2,turquoise,1278
SYCP2,brown,642
SAMSN1,brown,642
C9orf41,green,313
C10orf114,blue,703
IL11,turquoise,1278
SLC28A3,turquoise,1278
TRPC1,yellow,513
HLA-DRA,brown,642
TAC3,yellow,513
TOX2,grey,1238
CRLF2,grey,1238
SCN3B,turquoise,1278
C22orf41,grey,1238
KIAA1257,grey,1238
PTPRO,brown,642
MYCL1,blue,703
GRHL3,grey,1238
GPR68,brown,642
PDGFA,turquoise,1278
HSPA12A,turquoise,1278
LOC100129066,grey,1238
EPB41L4B,blue,703
CMA1,grey,1238
LOC286467,red,166
ZNF467,turquoise,1278
CDC25A,yellow,513
FOLR2,brown,642
FMO4,blue,703
KCNQ1,turquoise,1278
SHH,blue,703
C20orf134,grey,1238
CD14,blue,703
NR4A1,turquoise,1278
DUOXA1,turquoise,1278
RAD54L2,green,313
LRRC36,grey,1238
IER5L,brown,642
AQPEP,red,166
LOC606724,brown,642
C17orf51,grey,1238
TRIM63,grey,1238
MAP3K8,black,147
RERG,turquoise,1278
BZRAP1,grey,1238
ROCK2,green,313
SLC25A34,blue,703
FBXO43,yellow,513
SEMA6D,turquoise,1278
MASP1,blue,703
ST18,brown,642
FAM109B,turquoise,1278
LMX1A,yellow,513
FCGR3A,brown,642
PRSS45,grey,1238
BST1,turquoise,1278
KCTD15,turquoise,1278
PDE10A,turquoise,1278
GPR120,yellow,513
ALX1,red,166
PPAPDC3,turquoise,1278
WDR62,yellow,513
KLF15,blue,703
PCDH18,turquoise,1278
TMEM178,turquoise,1278
SLC1A3,brown,642
HHATL,grey,1238
FAM154B,grey,1238
GDPD1,green,313
ZNF233,yellow,513
C9orf109,brown,642
SOX8,turquoise,1278
SCN4A,blue,703
PDE4A,turquoise,1278
ZNF607,yellow,513
DSG3,grey,1238
AKAP3,grey,1238
ENPEP,blue,703
C19orf36,blue,703
PODNL1,turquoise,1278
C1orf105,blue,703
CCDC3,turquoise,1278
ZNF549,yellow,513
C1QB,brown,642
ARHGEF5,grey,1238
LPCAT2,black,147
CT47A9,red,166
ZSCAN12P1,grey,1238
ST6GALNAC1,turquoise,1278
DGKB,grey,1238
CFB,blue,703
GFRA2,brown,642
RTN4R,grey,1238
RPS2P32,grey,1238
TFPI,blue,703
GPR174,brown,642
STON1,turquoise,1278
YY2,green,313
AQP7,blue,703
CUZD1,yellow,513
SQLE,grey,1238
ZNF496,yellow,513
PLCE1,turquoise,1278
MGC12982,yellow,513
DNAJC5B,brown,642
C6orf208,blue,703
GPR37L1,grey,1238
LILRA5,brown,642
LBX2,blue,703
OCLN,green,313
ELK3,green,313
COL25A1,grey,1238
SNX20,brown,642
ZNF137,yellow,513
ZNF382,yellow,513
LOC100233209,brown,642
DNAJB3,black,147
SLC5A2,grey,1238
APOL4,brown,642
RASL11A,grey,1238
FGFR4,grey,1238
IL2RB,brown,642
TPSD1,grey,1238
KCNH7,red,166
NUDT12,blue,703
RBM46,grey,1238
ODF3L1,grey,1238
LOC221442,grey,1238
DPYSL3,turquoise,1278
RNF125,blue,703
GAGE8,red,166
EPB41L3,brown,642
CLEC9A,brown,642
KAZ,turquoise,1278
IAPP,grey,1238
COX4I2,grey,1238
EDN1,turquoise,1278
CLDND2,grey,1238
LOC399815,yellow,513
SULT1A1,blue,703
GRM7,grey,1238
TPPP3,turquoise,1278
PLAUR,brown,642
PALM2,blue,703
NACAD,turquoise,1278
LOC388387,grey,1238
NBPF14,green,313
MAPK8,green,313
SVOP,red,166
FOSL1,turquoise,1278
PARP6,grey,1238
SLC9A11,grey,1238
KHDC1,brown,642
LOC151009,grey,1238
GJA5,turquoise,1278
TSPYL5,turquoise,1278
HSPA4L,green,313
MDFIC,brown,642
TNFRSF10C,turquoise,1278
CXCR2,brown,642
TIMP2,turquoise,1278
RBP7,blue,703
ARHGAP10,turquoise,1278
PKP2,green,313
OTOF,brown,642
C11orf86,grey,1238
CCNE2,yellow,513
DUSP5,brown,642
EPHA7,grey,1238
AGR3,grey,1238
PPP1R3C,grey,1238
RGS6,turquoise,1278
PHYHIP,turquoise,1278
GAS7,brown,642
KIAA1614,yellow,513
GRIA2,red,166
LQK1,grey,1238
TGIF2LX,red,166
LRRN3,turquoise,1278
SLMO1,turquoise,1278
IGSF21,brown,642
HRASLS5,turquoise,1278
DEFA1B,grey,1238
ZFHX4,green,313
NCK2,turquoise,1278
SMR3A,black,147
GRM2,grey,1238
BANF2,grey,1238
HMSD,yellow,513
PAK7,turquoise,1278
PATL2,brown,642
HLA-DMA,brown,642
IGSF11,turquoise,1278
SNPH,turquoise,1278
PRDM7,grey,1238
JPH3,turquoise,1278
RAC2,brown,642
LOC149134,grey,1238
FAM179A,brown,642
CXorf57,yellow,513
ZNF582,grey,1238
PLAC4,turquoise,1278
CORO2A,grey,1238
E2F5,yellow,513
C17orf55,grey,1238
SPTLC3,grey,1238
LAIR2,brown,642
CDYL2,green,313
NRN1,grey,1238
DAAM2,green,313
SHMT1,blue,703
SHF,blue,703
ZNF470,grey,1238
KCNH1,grey,1238
WDR65,blue,703
RAB3IL1,brown,642
BRSK1,turquoise,1278
MAGEE1,green,313
SRGAP1,green,313
CITED4,grey,1238
A1CF,blue,703
ZMAT1,green,313
FZD6,grey,1238
SMYD1,grey,1238
KC6,red,166
SIGLEC11,brown,642
SERPINA9,grey,1238
CFH,blue,703
GNGT1,red,166
CLEC12A,brown,642
GJB1,blue,703
ZNF879,yellow,513
TTYH2,turquoise,1278
SORD,blue,703
ATP13A4,turquoise,1278
BLMH,yellow,513
AQP5,grey,1238
SNX10,grey,1238
C12orf27,grey,1238
POM121L9P,turquoise,1278
BMF,yellow,513
GCNT1,brown,642
HIST1H4J,grey,1238
SP140,brown,642
MGAT5B,turquoise,1278
RPL36A,grey,1238
SYNPO2,turquoise,1278
SLC25A15,blue,703
ZDHHC2,green,313
ENKUR,grey,1238
C2orf77,grey,1238
SLC5A5,brown,642
PSORS1C3,grey,1238
SERPINB8,brown,642
TMSB10,brown,642
FILIP1,turquoise,1278
P2RX3,green,313
GPR132,brown,642
TNS4,brown,642
SERPINI1,yellow,513
EXOC6B,green,313
ACER2,green,313
TMEM155,brown,642
MYOM3,turquoise,1278
C1orf190,grey,1238
ASF1B,yellow,513
PCDHA8,grey,1238
TMEM159,turquoise,1278
NBPF3,green,313
TP53TG3B,red,166
PDGFD,turquoise,1278
SLC26A10,turquoise,1278
ITGB1BP2,grey,1238
C13orf18,brown,642
LOC728264,turquoise,1278
CCL24,brown,642
GLS,turquoise,1278
ZNF521,turquoise,1278
THSD1,black,147
HTR2C,red,166
FAR2,turquoise,1278
LOC648740,green,313
WDR54,brown,642
FLJ45445,grey,1238
TMTC1,green,313
DLX6AS,yellow,513
MUC4,grey,1238
NPAS3,turquoise,1278
RPP25,brown,642
ZNF167,grey,1238
MFSD6L,turquoise,1278
GPR153,grey,1238
SELENBP1,blue,703
TMEM59L,turquoise,1278
GINS1,yellow,513
ERCC6L,yellow,513
ATP8B3,grey,1238
NFATC4,turquoise,1278
TMEM184A,grey,1238
FAM65B,brown,642
ISG15,grey,1238
TRPM2,brown,642
DNAH3,yellow,513
ADSSL1,blue,703
CDK8,green,313
PSD,grey,1238
FAM177B,brown,642
NCKAP1L,brown,642
C2orf88,grey,1238
KLHL32,blue,703
DHH,turquoise,1278
RRM2,yellow,513
NCRNA00092,turquoise,1278
OAS2,brown,642
PARK2,black,147
C16orf45,blue,703
MX1,brown,642
FAM83E,turquoise,1278
HTRA1,turquoise,1278
ELOVL6,blue,703
GRM4,yellow,513
MOGAT1,blue,703
CDH18,yellow,513
TECRL,red,166
MARCH3,turquoise,1278
LIMD2,brown,642
GJC2,turquoise,1278
HDAC9,brown,642
WFIKKN1,grey,1238
LYPD5,turquoise,1278
HLA-DPA1,brown,642
PRAM1,brown,642
HSPA1B,grey,1238
CEACAM21,brown,642
LYPD3,grey,1238
TRIM67,yellow,513
ABCD2,brown,642
AMICA1,brown,642
MYO15A,grey,1238
C1QA,brown,642
SAMD13,grey,1238
HNF4A,blue,703
BDNF,turquoise,1278
TGFB1,turquoise,1278
LTA,brown,642
CSDA,brown,642
PKMYT1,yellow,513
TMC7,turquoise,1278
DACH1,turquoise,1278
LOC284441,green,313
PRR7,grey,1238
KIAA1683,blue,703
AIM1,grey,1238
FSD1,brown,642
LOC283174,turquoise,1278
CBFA2T3,turquoise,1278
ZNF677,turquoise,1278
IMPDH1,brown,642
SLC9A7,green,313
LY6D,grey,1238
TIGD3,grey,1238
C21orf129,yellow,513
MLXIPL,blue,703
UNC13D,brown,642
CD209,brown,642
KL,green,313
CT45A3,red,166
KLK13,turquoise,1278
CTGF,turquoise,1278
LEPREL1,turquoise,1278
ATP4A,grey,1238
EBF2,green,313
MIR17HG,grey,1238
RPLP0P2,turquoise,1278
KIRREL3,turquoise,1278
ART3,grey,1238
GLI3,turquoise,1278
NOS1AP,green,313
DNAH8,grey,1238
MALL,grey,1238
LOC158572,grey,1238
SELL,brown,642
POM121L10P,grey,1238
GCET2,brown,642
GRB7,yellow,513
THPO,blue,703
NCR3,brown,642
CLECL1,brown,642
XYLT1,turquoise,1278
LOC728819,turquoise,1278
EBF3,grey,1238
RSAD2,grey,1238
ZNF423,turquoise,1278
PLIN5,blue,703
NKAIN1,yellow,513
CNGB3,yellow,513
